"Mcbsno","TransactionId","TrNo","Family","Model","WC","Start","Log","Fis","FisRewk","LogStatus","DimmNo","ErrSteps","LogStarttime","LogEndtime","OpId","Fixture","ResExpT"
VF65RT0014,VF65RT0014_20_2026-05-07 19:09:04.809483,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:08:43.627,2026-05-07 19:28:10.951,2501446,020EWR23,1146
VF64RTA8SW,VF64RTA8SW_20_2026-05-07 19:08:33.140600,2,HOPPER,1395H3289357,20,Start,Log,1,2,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:08:16.014,2026-05-07 19:29:03.626,2501446,020EWR43,1230
VF65RT0757,VF65RT0757_20_2026-05-07 19:07:49.770056,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:07:40.656,2026-05-07 19:26:29.398,2501446,020EWR04,1119
VF65RT0029,VF65RT0029_20_2026-05-07 19:07:28.300383,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:07:14.185,2026-05-07 19:40:12.556,2501446,020EWR16,1964
VF65RT0635,VF65RT0635_20_2026-05-07 19:06:51.076485,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:06:27.900,2026-05-07 20:47:44.639,2501446,020EWR25,6053
VF65RT0629,VF65RT0629_20_2026-05-07 19:06:43.837272,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:06:35.594,2026-05-07 19:27:11.885,2501446,020EWR31,1228
VC65RT1890,VC65RT1890_20_2026-05-07 19:06:39.224600,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:06:20.111,2026-05-07 19:25:28.866,2501446,020EWR03,1129
VC65RT1918,VC65RT1918_20_2026-05-07 19:04:56.487586,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:04:49.390,2026-05-07 19:24:39.503,2501446,020EWR42,1183
VF65RT0689,VF65RT0689_20_2026-05-07 19:03:34.206120,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:03:30.016,2026-05-07 19:23:58.186,2501446,020EWR27,1224
VF65RT0022,VF65RT0022_20_2026-05-07 19:03:01.054509,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:02:46.950,2026-05-07 19:21:40.129,2501446,020EWR48,1119
VF65RT0591,VF65RT0591_20_2026-05-07 19:01:31.668692,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:01:24.436,2026-05-07 19:20:19.872,2501446,020EWR24,1128
VF65RT0690,VF65RT0690_20_2026-05-07 19:01:29.223045,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:01:18.125,2026-05-07 19:20:52.250,2501446,020EWR18,1163
VF65RT0590,VF65RT0590_20_2026-05-07 19:01:24.592130,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:01:14.466,2026-05-07 19:20:19.447,2501446,020EWR13,1134
VF65RT0725,VF65RT0725_20_2026-05-07 19:00:41.805202,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:00:19.700,2026-05-07 19:19:15.252,2501446,020EWR19,1113
VC65RT1920,VC65RT1920_20_2026-05-07 19:00:25.719222,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 19:00:17.614,2026-05-07 19:19:07.243,2501446,020EWR20,1121
VC65RT1913,VC65RT1913_20_2026-05-07 18:59:12.390340,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:59:06.306,2026-05-07 19:17:44.651,2501446,020EWR05,1112
VC65RT1902,VC65RT1902_20_2026-05-07 18:58:41.916962,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:58:29.765,2026-05-07 19:16:52.338,2501446,020EWR33,1090
VC65RT1904,VC65RT1904_20_2026-05-07 18:57:10.037678,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:56:31.880,2026-05-07 19:17:57.788,2501446,020EWR34,1247
VC65RT1917,VC65RT1917_20_2026-05-07 18:57:04.287210,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:56:58.194,2026-05-07 19:15:48.412,2501446,020EWR01,1124
VF65RT0585,VF65RT0585_20_2026-05-07 18:56:47.282020,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:56:34.162,2026-05-07 19:15:44.479,2501446,020EWR22,1137
VF65RT0561,VF65RT0561_20_2026-05-07 18:55:37.459371,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:55:28.369,2026-05-07 19:14:13.383,2501446,020EWR10,1115
VF65RT0569,VF65RT0569_20_2026-05-07 18:54:39.351246,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:54:33.249,2026-05-07 19:13:30.795,2501446,020EWR17,1131
VF65RT0619,VF65RT0619_20_2026-05-07 18:52:56.537329,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:52:49.442,2026-05-07 19:11:34.369,2501446,020EWR06,1117
VF65RT0002,VF65RT0002_20_2026-05-07 18:52:03.888956,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:51:55.764,2026-05-07 19:15:07.727,2501446,020EWR15,1383
VF65RT0620,VF65RT0620_20_2026-05-07 18:51:45.176701,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:51:37.997,2026-05-07 19:10:51.361,2501446,020EWR21,1146
VF65RT0641,VF65RT0641_20_2026-05-07 18:51:21.817852,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:51:14.632,2026-05-07 19:10:17.821,2501446,020EWR14,1136
VC65RT1901,VC65RT1901_20_2026-05-07 18:51:02.071784,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:50:33.886,2026-05-07 19:24:58.539,2501446,020EWR41,2036
VF65RT0594,VF65RT0594_20_2026-05-07 18:49:59.312449,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:49:51.122,2026-05-07 19:08:46.255,2501446,020EWR11,1126
VF65RT0578,VF65RT0578_20_2026-05-07 18:49:43.294743,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:49:35.190,2026-05-07 19:08:33.157,2501446,020EWR07,1129
VF65RT0702,VF65RT0702_20_2026-05-07 18:49:40.355780,2,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:49:24.193,2026-05-07 19:11:01.558,2501446,020EWR30,1281
VC65RT1916,VC65RT1916_20_2026-05-07 18:48:50.836860,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:48:46.692,2026-05-07 19:09:01.899,2501446,020EWR39,1211
VF65RT0581,VF65RT0581_20_2026-05-07 18:48:08.279528,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:48:02.159,2026-05-07 19:07:56.673,2501446,020EWR29,1188
VC65RT1930,VC65RT1930_20_2026-05-07 18:48:06.326282,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:47:59.135,2026-05-07 19:06:43.249,2501446,020EWR16,1116
VC65RT1914,VC65RT1914_20_2026-05-07 18:48:01.205007,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:47:53.035,2026-05-07 19:07:02.335,2501446,020EWR04,1141
VC65RT1911,VC65RT1911_20_2026-05-07 18:47:10.941241,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:46:59.800,2026-05-07 19:20:14.789,2501446,020EWR09,1983
VC65RT1909,VC65RT1909_20_2026-05-07 18:46:47.539162,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:46:42.409,2026-05-07 19:21:05.563,2501446,020EWR40,2058
VF65RT0593,VF65RT0593_20_2026-05-07 18:45:16.760434,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:44:51.486,2026-05-07 19:05:04.163,2501446,020EWR37,1187
VF65RT0573,VF65RT0573_20_2026-05-07 18:45:15.895111,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:45:09.757,2026-05-07 19:03:55.110,2501446,020EWR03,1119
VC65RT1908,VC65RT1908_20_2026-05-07 18:44:38.688324,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:44:19.570,2026-05-07 19:05:41.801,2501446,020EWR44,1263
VF65RT0858,VF65RT0858_20_2026-05-07 18:43:38.964423,1,HOPPER,1395H3289357,20,Start,Log,NoData,,ABORTED,,62.Waiting to boot into the OS (PCH0) (process-plan-aborted) ,2026-05-07 18:43:32.809,2026-05-07 19:12:53.118,2501446,020EWR12,
VC65RT1906,VC65RT1906_20_2026-05-07 18:43:33.741685,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:43:29.601,2026-05-07 19:02:17.566,2501446,020EWR46,1123
VF65RT0589,VF65RT0589_20_2026-05-07 18:43:30.886613,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:43:17.738,2026-05-07 19:03:36.441,2501446,020EWR25,1205
VC64RT7093,VC64RT7093_20_2026-05-07 18:42:31.714352,1,HOPPER,1395H3289356,20,Start,NoData,NoData,,NoData,,,,,2501446,020EWR35,
VF65RT0580,VF65RT0580_20_2026-05-07 18:42:27.216560,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:42:15.110,2026-05-07 19:02:34.340,2501446,020EWR38,1207
VC64RT7094,VC64RT7094_20_2026-05-07 18:41:10.993653,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:40:55.875,2026-05-07 19:01:39.839,2501446,020EWR43,1228
VF65RT0027,VF65RT0027_20_2026-05-07 18:40:00.186603,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:39:45.068,2026-05-07 19:00:00.819,2501446,020EWR45,1200
VF65RT0577,VF65RT0577_20_2026-05-07 18:39:51.415181,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:39:42.317,2026-05-07 18:58:26.951,2501446,020EWR19,1115
VC64RT7839,VC64RT7839_20_2026-05-07 18:38:35.905560,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:38:29.755,2026-05-07 18:57:04.571,2501446,020EWR13,1108
VC65RT1994,VC65RT1994_20_2026-05-07 18:38:26.092062,2,HOPPER,1395H3289356,20,Start,Log,1,2,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:38:12.932,2026-05-07 18:56:37.183,2501446,020EWR33,1091
VF65RT0745,VF65RT0745_20_2026-05-07 18:38:23.460468,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:38:15.173,2026-05-07 18:57:28.179,2501446,020EWR18,1144
VF65RT0692,VF65RT0692_20_2026-05-07 18:37:51.804880,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:37:44.642,2026-05-07 18:57:09.131,2501446,020EWR20,1157
VF65RT0582,VF65RT0582_20_2026-05-07 18:36:58.267622,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:36:51.111,2026-05-07 18:55:56.355,2501446,020EWR24,1138
VF65RT0698,VF65RT0698_20_2026-05-07 18:36:56.334816,2,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:36:50.242,2026-05-07 18:56:59.856,2501446,020EWR05,1203
VF65RT0612,VF65RT0612_20_2026-05-07 18:36:47.344248,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:36:32.230,2026-05-07 18:56:47.379,2501446,020EWR42,1200
VC65RT1994,VC65RT1994_20_2026-05-07 18:35:36.555577,1,HOPPER,1395H3289356,20,Start,Log,255,1,FAILED,,11.ENGAGE (ENGAGE) ,2026-05-07 18:35:11.405,2026-05-07 18:49:29.293,2501446,020EWR36,832
VC65RT1979,VC65RT1979_20_2026-05-07 18:35:25.649438,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:35:16.549,2026-05-07 18:53:59.649,2501446,020EWR22,1114
VC65RT1965,VC65RT1965_20_2026-05-07 18:35:18.738486,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:35:09.638,2026-05-07 19:10:43.144,2501446,020EWR02,2124
VF64RTAAS3,VF64RTAAS3_20_2026-05-07 18:35:18.601870,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:35:01.493,2026-05-07 18:53:54.943,2501446,020EWR10,1116
VF65RT0718,VF65RT0718_20_2026-05-07 18:34:13.712875,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:34:00.459,2026-05-07 19:07:20.599,2501446,020EWR23,1986
VC65RT1923,VC65RT1923_20_2026-05-07 18:33:00.119616,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:32:51.024,2026-05-07 18:52:37.367,2501446,020EWR48,1177
VF64RTAAI9,VF64RTAAI9_20_2026-05-07 18:32:22.726818,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:32:12.619,2026-05-07 18:50:50.734,2501446,020EWR01,1108
VF65RT0753,VF65RT0753_20_2026-05-07 18:32:19.802157,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:32:12.711,2026-05-07 18:50:43.037,2501446,020EWR15,1103
VC65RT1938,VC65RT1938_20_2026-05-07 18:32:16.321218,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:32:09.219,2026-05-07 18:51:09.006,2501446,020EWR06,1132
VC65RT1990,VC65RT1990_20_2026-05-07 18:31:32.239871,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:31:26.143,2026-05-07 18:50:37.131,2501446,020EWR17,1144
VF65RT0681,VF65RT0681_20_2026-05-07 18:31:10.848774,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:30:59.731,2026-05-07 18:50:01.231,2501446,020EWR21,1130
VC65RT1939,VC65RT1939_20_2026-05-07 18:30:48.061187,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:30:37.939,2026-05-07 18:49:50.267,2501446,020EWR14,1142
VC65RT1940,VC65RT1940_20_2026-05-07 18:30:13.794455,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:30:05.584,2026-05-07 18:49:04.765,2501446,020EWR11,1131
VC65RT1941,VC65RT1941_20_2026-05-07 18:28:13.168062,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:28:01.025,2026-05-07 18:54:35.342,2501446,020EWR34,1582
VC64RT7136,VC64RT7136_20_2026-05-07 18:28:01.162559,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:27:50.050,2026-05-07 18:46:50.709,2501446,020EWR16,1129
VC65RT1999,VC65RT1999_20_2026-05-07 18:27:38.915449,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:27:29.790,2026-05-07 18:46:03.976,2501446,020EWR04,1105
VF65RT0024,VF65RT0024_20_2026-05-07 18:25:56.526761,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:25:50.375,2026-05-07 18:45:47.394,2501446,020EWR29,1190
VF65RT0648,VF65RT0648_20_2026-05-07 18:25:54.302549,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:25:46.158,2026-05-07 18:44:54.365,2501446,020EWR09,1140
VC65RT1942,VC65RT1942_20_2026-05-07 18:25:37.072179,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:25:25.853,2026-05-07 18:45:20.577,2501446,020EWR41,1183
VF65RT0584,VF65RT0584_20_2026-05-07 18:24:54.765998,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:24:41.590,2026-05-07 18:46:59.776,2501446,020EWR30,1325
VC65RT1931,VC65RT1931_20_2026-05-07 18:24:37.453791,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:24:31.358,2026-05-07 18:43:11.855,2501446,020EWR03,1114
VF65RT0592,VF65RT0592_20_2026-05-07 18:24:04.979081,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:23:57.862,2026-05-07 18:44:04.874,2501446,020EWR39,1199
VC65RT1954,VC65RT1954_20_2026-05-07 18:20:31.543063,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:19:56.396,2026-05-07 18:40:28.676,2501446,020EWR38,1197
VF65RT0021,VF65RT0021_20_2026-05-07 18:19:41.014427,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:19:26.851,2026-05-07 18:38:13.465,2501446,020EWR19,1112
VC65RT1937,VC65RT1937_20_2026-05-07 18:19:39.809637,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:19:33.635,2026-05-07 21:30:22.737,2501446,020EWR47,11442
VC64RT7086,VC64RT7086_20_2026-05-07 18:18:46.683208,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:18:39.516,2026-05-07 18:37:13.198,2501446,020EWR13,1106
VF65RT0015,VF65RT0015_20_2026-05-07 18:18:18.018490,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:18:05.887,2026-05-07 18:38:36.318,2501446,020EWR35,1218
VF65RT0624,VF65RT0624_20_2026-05-07 18:17:49.985207,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:17:41.879,2026-05-07 18:36:23.188,2501446,020EWR20,1113
VF65RT0890,VF65RT0890_20_2026-05-07 18:17:03.278473,2,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:16:47.135,2026-05-07 18:35:47.673,2501446,020EWR33,1124
VF65RT0003,VF65RT0003_20_2026-05-07 18:15:22.864297,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:15:13.765,2026-05-07 18:34:04.678,2501446,020EWR10,1121
VC65RT1973,VC65RT1973_20_2026-05-07 18:15:12.731357,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:15:04.460,2026-05-07 18:34:10.768,2501446,020EWR24,1138
VC65RT1934,VC65RT1934_20_2026-05-07 18:14:27.356101,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:14:21.272,2026-05-07 18:33:09.018,2501446,020EWR02,1121
VF65RT0667,VF65RT0667_20_2026-05-07 18:14:09.955999,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:14:02.848,2026-05-07 18:33:29.101,2501446,020EWR18,1159
VC64RT7101,VC64RT7101_20_2026-05-07 18:14:06.706239,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:13:44.548,2026-05-07 18:32:46.780,2501446,020EWR22,1120
VF65RT0609,VF65RT0609_20_2026-05-07 18:13:55.388245,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:13:38.288,2026-05-07 18:46:40.049,2501446,020EWR07,1964
VC65RT1980,VC65RT1980_20_2026-05-07 18:13:44.359941,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:13:35.209,2026-05-07 18:32:37.456,2501446,020EWR23,1133
VF65RT0644,VF65RT0644_20_2026-05-07 18:13:01.131885,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:12:43.943,2026-05-07 18:33:54.426,2501446,020EWR36,1253
VC65RT1961,VC65RT1961_20_2026-05-07 18:12:58.467481,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:12:50.374,2026-05-07 18:31:56.665,2501446,020EWR05,1138
VF65RT0004,VF65RT0004_20_2026-05-07 18:12:40.292461,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:12:25.061,2026-05-07 18:31:20.751,2501446,020EWR06,1120
VC65RT1950,VC65RT1950_20_2026-05-07 18:11:54.640905,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:11:48.545,2026-05-07 18:31:01.849,2501446,020EWR15,1147
VC64RT7122,VC64RT7122_20_2026-05-07 18:11:29.529257,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:11:13.420,2026-05-07 18:29:53.910,2501446,020EWR01,1104
VC64RT7096,VC64RT7096_20_2026-05-07 18:10:41.879260,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:10:28.756,2026-05-07 18:29:43.058,2501446,020EWR14,1141
VF65RT0685,VF65RT0685_20_2026-05-07 18:10:39.779886,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:10:29.661,2026-05-07 18:29:19.707,2501446,020EWR17,1119
VC65RT1946,VC65RT1946_20_2026-05-07 18:10:22.106968,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:10:14.953,2026-05-07 18:29:18.534,2501446,020EWR21,1136
VF65RT0702,VF65RT0702_20_2026-05-07 18:10:03.101747,1,HOPPER,1395H3289357,20,Start,Log,NoData,,ABORTED,,62.Waiting to boot into the OS (PCH0) (process-plan-aborted) ,2026-05-07 18:09:53.981,2026-05-07 18:43:10.778,2501446,020EWR12,
VF65RT0606,VF65RT0606_20_2026-05-07 18:09:51.706697,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:09:37.547,2026-05-07 18:28:34.624,2501446,020EWR11,1122
VF65RT0623,VF65RT0623_20_2026-05-07 18:08:50.538733,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:08:44.406,2026-05-07 18:29:10.076,2501446,020EWR40,1219
VF65RT0611,VF65RT0611_20_2026-05-07 18:07:58.100031,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:07:49.994,2026-05-07 18:26:22.908,2501446,020EWR04,1104
VF65RT0041,VF65RT0041_20_2026-05-07 18:06:26.327578,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:06:19.225,2026-05-07 18:25:00.297,2501446,020EWR16,1113
VF65RT0044,VF65RT0044_20_2026-05-07 18:04:49.381683,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:04:32.243,2026-05-07 18:41:45.712,2501446,020EWR25,2216
VF65RT0694,VF65RT0694_20_2026-05-07 18:04:36.314097,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:04:29.120,2026-05-07 18:24:31.262,2501446,020EWR34,1194
VC65RT1984,VC65RT1984_20_2026-05-07 18:04:32.156267,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:04:24.028,2026-05-07 18:22:56.858,2501446,020EWR09,1104
VF65RT0608,VF65RT0608_20_2026-05-07 18:04:05.876968,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:03:59.735,2026-05-07 18:23:32.580,2501446,020EWR46,1166
VC65RT1952,VC65RT1952_20_2026-05-07 18:03:46.788419,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:03:37.688,2026-05-07 18:22:10.078,2501446,020EWR03,1103
VC65RT1958,VC65RT1958_20_2026-05-07 18:03:22.657774,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-07 18:03:11.465,2026-05-07 18:23:03.697,2501446,020EWR30,1181
