"Mcbsno","TransactionId","TrNo","Family","Model","WC","Start","Log","Fis","FisRewk","LogStatus","DimmNo","ErrSteps","LogStarttime","LogEndtime","OpId","Fixture","ResExpT"
VC65RT3565,VC65RT3565_20_2026-05-09 07:16:41.218401,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:16:26.949,2026-05-09 07:38:47.496,2500035,020EWR30,1326
VC65RT3562,VC65RT3562_20_2026-05-09 07:16:30.349279,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:16:23.236,2026-05-09 07:35:16.700,2500035,020EWR05,1126
VC65RT0400,VC65RT0400_20_2026-05-09 07:15:27.534308,1,HOPPER,1395H3289356,20,Start,NoData,NoData,,NoData,,,,,2500035,020EWR38,
VC65RT3559,VC65RT3559_20_2026-05-09 07:14:32.887008,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:14:27.723,2026-05-09 07:33:17.323,2500035,020EWR24,1124
VC65RT0778,VC65RT0778_20_2026-05-09 07:14:16.026703,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:14:10.860,2026-05-09 07:32:26.664,2500035,020EWR19,1090
VC65RT3567,VC65RT3567_20_2026-05-09 07:12:43.160658,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:12:35.968,2026-05-09 07:33:13.867,2500035,020EWR25,1230
VC65RT0611,VC65RT0611_20_2026-05-09 07:12:33.357343,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:12:23.169,2026-05-09 07:31:20.839,2500035,020EWR01,1127
VC65RT3828,VC65RT3828_20_2026-05-09 07:12:31.470252,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:12:22.251,2026-05-09 07:31:27.084,2500035,020EWR23,1135
VC65RT3569,VC65RT3569_20_2026-05-09 07:12:22.550650,1,HOPPER,1395H3289356,20,Start,NoData,NoData,,NoData,BIOS=C21i_0212M50IEC,,,,2500035,020EWR41,
VC65RT0460,VC65RT0460_20_2026-05-09 07:11:57.979350,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:11:48.853,2026-05-09 07:30:50.273,2500035,020EWR06,1132
VC65RT3578,VC65RT3578_20_2026-05-09 07:11:33.845731,2,HOPPER,1395H3289356,20,Start,NoData,NoData,,NoData,,,,,2500035,020EWR18,
VC65RT3573,VC65RT3573_20_2026-05-09 07:11:31.962660,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:11:24.873,2026-05-09 07:30:43.702,2500035,020EWR20,1151
VC65RT0482,VC65RT0482_20_2026-05-09 07:11:27.484806,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:11:21.273,2026-05-09 07:30:05.041,2500035,020EWR17,1117
VC65RT3566,VC65RT3566_20_2026-05-09 07:11:19.878234,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:11:01.632,2026-05-09 07:29:52.300,2500035,020EWR02,1112
VC65RT3629,VC65RT3629_20_2026-05-09 07:11:18.601765,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:11:06.465,2026-05-09 07:31:17.028,2500035,020EWR47,1198
VC65RT0515,VC65RT0515_20_2026-05-09 07:11:17.179967,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:11:09.095,2026-05-09 07:29:45.135,2500035,020EWR16,1107
VC65RT3578,VC65RT3578_20_2026-05-09 07:11:10.893366,1,HOPPER,1395H3289356,20,Start,Log,NoData,,ABORTED,,4.check M2_SN (process-plan-aborted) ,2026-05-09 07:10:58.075,2026-05-09 07:12:10.587,2500035,020EWR41,
VC65RT3580,VC65RT3580_20_2026-05-09 07:10:30.827580,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:10:23.732,2026-05-09 07:29:25.452,2500035,020EWR15,1134
VC65RT0397,VC65RT0397_20_2026-05-09 07:10:23.861066,1,HOPPER,1395H3289356,20,Start,NoData,NoData,,NoData,,,,,2500035,020EWR13,
VC65RT0636,VC65RT0636_20_2026-05-09 07:09:44.039517,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:09:35.946,2026-05-09 07:28:31.439,2500035,020EWR07,1127
VC65RT3564,VC65RT3564_20_2026-05-09 07:09:24.920934,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:09:17.778,2026-05-09 07:29:33.999,2500035,020EWR29,1209
VC65RT0396,VC65RT0396_20_2026-05-09 07:08:34.022977,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:08:23.896,2026-05-09 07:27:41.841,2500035,020EWR12,1147
VC65RT3620,VC65RT3620_20_2026-05-09 07:07:37.184025,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:07:24.073,2026-05-09 07:26:13.026,2500035,020EWR11,1115
VC65RT3602,VC65RT3602_20_2026-05-09 07:07:16.787625,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:07:05.596,2026-05-09 07:26:58.801,2500035,020EWR45,1182
VC65RT3576,VC65RT3576_20_2026-05-09 07:06:52.060018,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:06:46.857,2026-05-09 07:27:00.543,2500035,020EWR35,1208
VC65RT3730,VC65RT3730_20_2026-05-09 07:06:45.318863,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:06:38.181,2026-05-09 07:25:54.254,2500035,020EWR43,1148
VC65RT3568,VC65RT3568_20_2026-05-09 07:06:09.759180,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:06:04.618,2026-05-09 07:24:45.619,2500035,020EWR33,1115
VC65RT0599,VC65RT0599_20_2026-05-09 07:06:05.634641,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:05:59.548,2026-05-09 07:24:29.787,2500035,020EWR03,1104
VC65RT3588,VC65RT3588_20_2026-05-09 07:05:26.928380,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:05:16.789,2026-05-09 07:25:32.560,2500035,020EWR40,1205
VC65RT3601,VC65RT3601_20_2026-05-09 07:04:45.827393,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:04:37.648,2026-05-09 07:23:50.184,2500035,020EWR21,1144
VC65RT0395,VC65RT0395_20_2026-05-09 07:04:20.663915,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:04:15.521,2026-05-09 07:23:14.497,2500035,020EWR14,1133
VC65RT3637,VC65RT3637_20_2026-05-09 07:02:14.442995,2,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:02:06.353,2026-05-09 07:23:02.330,2500035,020EWR42,1247
VC65RT0453,VC65RT0453_20_2026-05-09 07:01:48.647760,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:01:40.551,2026-05-09 07:20:20.487,2500035,020EWR10,1111
VC65RT0564,VC65RT0564_20_2026-05-09 07:01:24.526273,2,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:01:18.343,2026-05-09 07:22:27.640,2500035,020EWR39,1263
VC65RT3587,VC65RT3587_20_2026-05-09 07:00:21.291850,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:00:13.131,2026-05-09 07:21:12.571,2500035,020EWR36,1251
VC65RT3572,VC65RT3572_20_2026-05-09 07:00:12.926554,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 07:00:00.803,2026-05-09 07:20:10.169,2500035,020EWR34,1197
VC65RT3591,VC65RT3591_20_2026-05-09 06:58:05.062734,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:57:58.949,2026-05-09 07:16:26.571,2500035,020EWR04,1101
VC65RT3575,VC65RT3575_20_2026-05-09 06:56:18.841052,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:56:11.740,2026-05-09 07:16:12.293,2500035,020EWR44,1193
VC65RT0452,VC65RT0452_20_2026-05-09 06:56:02.515860,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:55:55.403,2026-05-09 07:14:50.103,2500035,020EWR05,1127
VC65RT3586,VC65RT3586_20_2026-05-09 06:53:29.826725,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:53:19.692,2026-05-09 07:12:21.116,2500035,020EWR09,1131
VC65RT3618,VC65RT3618_20_2026-05-09 06:53:05.013180,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:52:59.892,2026-05-09 07:11:46.954,2500035,020EWR19,1121
VC65RT0668,VC65RT0668_20_2026-05-09 06:53:01.914991,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:52:51.775,2026-05-09 07:15:13.399,2500035,020EWR30,1331
VC65RT0398,VC65RT0398_20_2026-05-09 06:52:54.293662,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:52:48.207,2026-05-09 07:11:26.143,2500035,020EWR48,1111
VC65RT3583,VC65RT3583_20_2026-05-09 06:52:44.641555,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:52:37.499,2026-05-09 07:11:26.093,2500035,020EWR46,1121
VC65RT0556,VC65RT0556_20_2026-05-09 06:51:52.392985,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:51:46.287,2026-05-09 07:10:22.006,2500035,020EWR16,1109
VC65RT0456,VC65RT0456_20_2026-05-09 06:51:41.994673,1,HOPPER,1395H3289356,20,Start,Log,255,1,FAILED,BIOS=C21i_0212M50IEC,104.Push_ssh_key_into_BMC (Push_ssh_key_into_BMC fail) ,2026-05-09 06:51:36.878,2026-05-09 07:15:12.870,2500035,020EWR31,1410
VC65RT0455,VC65RT0455_20_2026-05-09 06:51:24.096173,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:51:16.918,2026-05-09 07:10:21.162,2500035,020EWR24,1137
VC65RT3626,VC65RT3626_20_2026-05-09 06:51:23.204549,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:51:06.088,2026-05-09 07:11:22.951,2500035,020EWR38,1199
VC65RT0595,VC65RT0595_20_2026-05-09 06:51:04.875621,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:50:55.782,2026-05-09 07:09:44.048,2500035,020EWR15,1119
VC65RT3605,VC65RT3605_20_2026-05-09 06:50:19.610278,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:50:10.500,2026-05-09 07:09:08.626,2500035,020EWR07,1129
VC65RT3589,VC65RT3589_20_2026-05-09 06:49:12.177099,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:49:03.043,2026-05-09 07:09:10.759,2500035,020EWR28,1198
VC65RT3651,VC65RT3651_20_2026-05-09 06:49:02.191539,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:48:56.062,2026-05-09 07:09:31.873,2500035,020EWR25,1229
VC65RT0457,VC65RT0457_20_2026-05-09 06:48:58.638404,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:48:49.466,2026-05-09 07:07:39.203,2500035,020EWR12,1120
VC65RT3585,VC65RT3585_20_2026-05-09 06:47:48.859464,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:47:36.756,2026-05-09 07:07:35.692,2500035,020EWR47,1186
VC65RT3612,VC65RT3612_20_2026-05-09 06:46:42.099688,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:46:31.977,2026-05-09 07:07:02.498,2500035,020EWR27,1220
VC65RT3654,VC65RT3654_20_2026-05-09 06:46:06.335428,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:45:59.193,2026-05-09 07:04:51.744,2500035,020EWR23,1125
VC65RT3798,VC65RT3798_20_2026-05-09 06:45:35.354364,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:45:30.225,2026-05-09 07:04:05.979,2500035,020EWR33,1110
VC65RT0458,VC65RT0458_20_2026-05-09 06:45:18.955419,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:45:12.837,2026-05-09 07:03:49.104,2500035,020EWR17,1110
VC65RT0905,VC65RT0905_20_2026-05-09 06:45:08.116896,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:44:59.955,2026-05-09 07:04:05.065,2500035,020EWR06,1136
VC65RT0630,VC65RT0630_20_2026-05-09 06:45:00.652810,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:44:53.435,2026-05-09 07:04:02.178,2500035,020EWR02,1141
VC65RT0631,VC65RT0631_20_2026-05-09 06:44:33.923216,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:44:23.769,2026-05-09 07:04:37.517,2500035,020EWR43,1203
VC65RT0461,VC65RT0461_20_2026-05-09 06:44:31.592479,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:44:24.395,2026-05-09 07:03:19.262,2500035,020EWR13,1127
VC65RT0466,VC65RT0466_20_2026-05-09 06:44:17.777242,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:44:13.653,2026-05-09 07:03:33.583,2500035,020EWR14,1155
VC65RT3639,VC65RT3639_20_2026-05-09 06:44:12.066795,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:44:02.905,2026-05-09 07:02:55.988,2500035,020EWR21,1123
VC65RT3975,VC65RT3975_20_2026-05-09 06:44:03.727003,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:43:51.609,2026-05-09 07:02:47.096,2500035,020EWR01,1123
VC65RT3617,VC65RT3617_20_2026-05-09 06:43:50.199478,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:43:33.083,2026-05-09 07:02:32.914,2500035,020EWR03,1122
VC65RT0565,VC65RT0565_20_2026-05-09 06:43:40.505207,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:43:34.373,2026-05-09 07:03:36.624,2500035,020EWR29,1196
VC65RT0596,VC65RT0596_20_2026-05-09 06:43:30.331940,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:43:21.222,2026-05-09 07:03:32.672,2500035,020EWR45,1202
VC65RT4069,VC65RT4069_20_2026-05-09 06:43:14.600225,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:43:06.472,2026-05-09 07:03:25.528,2500035,020EWR35,1210
VC65RT0513,VC65RT0513_20_2026-05-09 06:43:10.535376,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:43:04.438,2026-05-09 07:01:57.806,2500035,020EWR20,1127
VC65RT0492,VC65RT0492_20_2026-05-09 06:41:49.175092,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:41:41.073,2026-05-09 07:00:20.389,2500035,020EWR10,1111
VC65RT0454,VC65RT0454_20_2026-05-09 06:40:49.415595,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:40:43.237,2026-05-09 07:01:12.071,2500035,020EWR40,1222
VC65RT0414,VC65RT0414_20_2026-05-09 06:39:54.750290,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:39:46.584,2026-05-09 06:59:46.096,2500035,020EWR39,1191
VC65RT3604,VC65RT3604_20_2026-05-09 06:38:57.657436,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:38:45.534,2026-05-09 07:13:06.704,2500035,020EWR37,2049
VC65RT3594,VC65RT3594_20_2026-05-09 06:38:38.159620,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:38:23.056,2026-05-09 06:57:17.664,2500035,020EWR04,1119
VC65RT0421,VC65RT0421_20_2026-05-09 06:38:38.155077,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:38:21.989,2026-05-09 06:58:49.060,2500035,020EWR34,1210
VC65RT0487,VC65RT0487_20_2026-05-09 06:36:39.464140,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:36:29.338,2026-05-09 07:13:03.389,2500035,020EWR32,2183
VC65RT0486,VC65RT0486_20_2026-05-09 06:36:29.023602,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:36:20.871,2026-05-09 06:57:14.215,2500035,020EWR36,1245
VC65RT3595,VC65RT3595_20_2026-05-09 06:35:36.044931,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:35:24.946,2026-05-09 06:54:35.051,2500035,020EWR05,1139
VC65RT3607,VC65RT3607_20_2026-05-09 06:35:08.157110,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:34:59.947,2026-05-09 07:05:11.190,2500035,020EWR41,1803
VC65RT0467,VC65RT0467_20_2026-05-09 06:33:45.376217,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:33:38.274,2026-05-09 06:55:05.418,2500035,020EWR44,1280
VC65RT0474,VC65RT0474_20_2026-05-09 06:33:27.631955,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:33:22.534,2026-05-09 06:51:39.071,2500035,020EWR19,1091
VC65RT3606,VC65RT3606_20_2026-05-09 06:32:03.956975,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:31:54.779,2026-05-09 06:50:56.688,2500035,020EWR09,1132
VC65RT3795,VC65RT3795_20_2026-05-09 06:31:28.158327,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:31:22.061,2026-05-09 06:50:10.491,2500035,020EWR16,1122
VC65RT3597,VC65RT3597_20_2026-05-09 06:30:58.946466,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:30:51.836,2026-05-09 06:58:12.167,2500035,020EWR18,1633
VC65RT0533,VC65RT0533_20_2026-05-09 06:30:44.243538,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:30:36.087,2026-05-09 06:50:20.499,2500035,020EWR46,1176
VC65RT0423,VC65RT0423_20_2026-05-09 06:30:28.972908,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:30:12.726,2026-05-09 06:50:14.646,2500035,020EWR31,1185
VC65RT0629,VC65RT0629_20_2026-05-09 06:29:34.183065,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:29:26.051,2026-05-09 06:48:11.390,2500035,020EWR07,1117
VC65RT0484,VC65RT0484_20_2026-05-09 06:29:28.199483,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:29:20.040,2026-05-09 06:48:28.653,2500035,020EWR24,1140
VC65RT3819,VC65RT3819_20_2026-05-09 06:28:43.355013,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:28:37.217,2026-05-09 06:47:30.238,2500035,020EWR12,1126
VC65RT0424,VC65RT0424_20_2026-05-09 06:28:04.127165,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:27:51.985,2026-05-09 06:48:11.632,2500035,020EWR28,1207
VC65RT0840,VC65RT0840_20_2026-05-09 06:27:36.970886,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:27:29.818,2026-05-09 06:47:46.456,2500035,020EWR25,1209
VC65RT3621,VC65RT3621_20_2026-05-09 06:27:09.808182,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:27:03.642,2026-05-09 06:49:03.675,2500035,020EWR30,1314
VC65RT0465,VC65RT0465_20_2026-05-09 06:26:41.157242,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:26:35.988,2026-05-09 06:46:32.335,2500035,020EWR48,1191
VC65RT3613,VC65RT3613_20_2026-05-09 06:26:09.858011,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:25:51.771,2026-05-09 06:46:14.350,2500035,020EWR38,1204
VC65RT3598,VC65RT3598_20_2026-05-09 06:25:49.060416,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:25:40.954,2026-05-09 06:44:19.254,2500035,020EWR17,1110
VC65RT3695,VC65RT3695_20_2026-05-09 06:25:47.296227,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:25:31.056,2026-05-09 06:44:46.598,2500035,020EWR23,1139
VC65RT3650,VC65RT3650_20_2026-05-09 06:25:47.226309,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:25:42.015,2026-05-09 06:44:26.626,2500035,020EWR33,1119
VC65RT0464,VC65RT0464_20_2026-05-09 06:25:46.526515,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:25:38.434,2026-05-09 06:45:27.062,2500035,020EWR47,1180
VC65RT3802,VC65RT3802_20_2026-05-09 06:25:00.113476,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:24:45.978,2026-05-09 06:45:19.321,2500035,020EWR27,1219
VC65RT0604,VC65RT0604_20_2026-05-09 06:24:35.364879,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:24:30.153,2026-05-09 06:43:29.970,2500035,020EWR14,1134
VC65RT0567,VC65RT0567_20_2026-05-09 06:24:00.315594,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:23:51.231,2026-05-09 06:42:42.042,2500035,020EWR06,1121
VC65RT3600,VC65RT3600_20_2026-05-09 06:23:04.163296,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:22:56.036,2026-05-09 06:43:30.905,2500035,020EWR43,1226
VC65RT0608,VC65RT0608_20_2026-05-09 06:22:01.070500,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:21:54.943,2026-05-09 06:41:11.280,2500035,020EWR20,1150
VC65RT0463,VC65RT0463_20_2026-05-09 06:21:48.934164,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:21:41.827,2026-05-09 06:49:21.267,2500035,020EWR15,1652
VC65RT0618,VC65RT0618_20_2026-05-09 06:21:44.076621,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:21:31.911,2026-05-09 06:40:34.366,2500035,020EWR13,1130
VC65RT0906,VC65RT0906_20_2026-05-09 06:21:38.413996,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:21:29.323,2026-05-09 06:40:30.809,2500035,020EWR10,1132
VC65RT0660,VC65RT0660_20_2026-05-09 06:20:05.520455,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:19:58.429,2026-05-09 06:39:08.437,2500035,020EWR21,1142
VC65RT3603,VC65RT3603_20_2026-05-09 06:20:02.815893,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:19:55.667,2026-05-09 06:40:00.183,2500035,020EWR45,1197
VC65RT0638,VC65RT0638_20_2026-05-09 06:18:33.441421,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-09 06:18:26.196,2026-05-09 06:38:40.018,2500035,020EWR29,1206
